,bacterium,abundance
0,Lactobacillus,0.9987953593535713
1,Streptococcus,0.0003335927943956411
3,Anaerococcus,0.00011119759813188036
4,Prevotella,9.26646651099003e-05
5,Ureaplasma,7.413173208792023e-05
6,Peptoniphilus,5.559879906594018e-05
7,Finegoldia,3.7065866043960116e-05
8,Flavobacterium,3.7065866043960116e-05
9,Megasphaera,1.8532933021980058e-05
10,Sneathia,1.8532933021980058e-05
11,Methylobacterium-Methylorubrum,1.8532933021980058e-05
12,Atopobium,1.8532933021980058e-05
13,Enterococcus,1.8532933021980058e-05
14,Polynucleobacter,1.8532933021980058e-05
15,Virgibacillus,1.8532933021980058e-05
16,Dialister,1.8532933021980058e-05
17,Stenotrophomonas,1.8532933021980058e-05
18,Holdemanella,1.8532933021980058e-05
19,Limosilactobacillus,1.8532933021980058e-05
