,bacterium,abundance
0,Lactobacillus,0.9874189548992907
1,Limosilactobacillus,0.00619906099469523
2,Prevotella,0.0011178634580597956
4,Flavobacterium,0.0007520172354220443
5,Corynebacterium,0.0006097437043962521
6,Anaerococcus,0.00040649580293083477
7,Megasphaera,0.00040649580293083477
8,Finegoldia,0.0003251966423446678
9,Peptoniphilus,0.00030487185219812605
10,Streptococcus,0.0002845470620515843
11,Atopobium,0.00012194874087925042
12,Fastidiosipila,0.00012194874087925042
13,Dialister,0.00010162395073270869
14,Mobiluncus,0.00010162395073270869
15,Staphylococcus,8.129916058616695e-05
16,Sneathia,6.097437043962521e-05
17,Limnohabitans,4.064958029308347e-05
18,Brevibacterium,4.064958029308347e-05
19,Tabrizicola,4.064958029308347e-05
