,bacterium,abundance
0,Lactobacillus,0.9933230114186181
1,Ureaplasma,0.001983742984323592
2,Lacticaseibacillus,0.0012095993806851171
4,Lactiplantibacillus,0.0005322237275014515
5,Corynebacterium,0.0003628798142055351
6,Anaerococcus,0.0003628798142055351
7,Staphylococcus,0.00026611186375072576
8,Prevotella,0.00024191987613702342
9,Finegoldia,0.00021772788852332108
10,Streptococcus,0.0001693439132959164
11,Megasphaera,9.676795045480937e-05
12,Flavobacterium,7.257596284110703e-05
13,Stenotrophomonas,7.257596284110703e-05
14,Actinomyces,7.257596284110703e-05
15,Bifidobacterium,4.8383975227404685e-05
16,Sneathia,4.8383975227404685e-05
17,Atopobium,4.8383975227404685e-05
18,Veillonella,4.8383975227404685e-05
19,Peptoniphilus,4.8383975227404685e-05
