,bacterium,abundance
0,Prevotella,0.3713733075435203
2,Lactobacillus,0.13492324787028273
3,Megasphaera,0.07819251821062595
4,Atopobium,0.06162805053705914
5,Parvimonas,0.022264290711551917
6,Sneathia,0.009897526647187127
7,Streptococcus,0.009341948228322154
8,Aerococcus,0.007942713691921479
9,Peptoniphilus,0.007654635993250751
10,Dialister,0.007325404337627063
11,Veillonella,0.003230585620807441
12,Gemella,0.002921930943660233
13,Prevotella_7,0.00240750648174822
14,Ureaplasma,0.002366352524795259
15,Corynebacterium,0.0010905798592534671
16,Finegoldia,0.0009671179883945841
17,Anaerococcus,0.0007819251821062595
18,Flavobacterium,0.0006584633112473765
19,Mobiluncus,0.000637886332770896
