,bacterium,abundance
0,Lactobacillus,0.9038820343063497
1,Limosilactobacillus,0.044538068010833584
2,Veillonella,0.017002708396027685
4,Finegoldia,0.00731266927475173
5,Streptococcus,0.00511585916340656
6,Peptoniphilus,0.0027986758952753535
7,Anaerococcus,0.0024375564249172433
8,Flavobacterium,0.001956063797773097
9,Prevotella,0.0012940114354498948
10,Dialister,0.0010532651218778213
11,Fluviicola,0.00045139933794763765
12,Cutibacterium,0.0004213060487511285
13,Limnohabitans,0.00039121275955461934
14,Gemella,0.00039121275955461934
15,Varibaculum,0.0002708396027685826
16,Porphyromonas,0.00021065302437556425
17,Corynebacterium,0.00021065302437556425
18,Pseudarcicella,0.00021065302437556425
19,Polynucleobacter,0.0001504664459825459
