,bacterium,abundance
0,Atopobium,0.41388821938351944
1,Prevotella,0.4116654615570017
2,Ureaplasma,0.04062558581719825
4,Peptoniphilus,0.030475884416593022
5,Dialister,0.021129589459307464
6,Peptostreptococcus,0.01162261321335797
7,Anaerococcus,0.009640877319836105
8,Finegoldia,0.008650009373075172
9,Lactobacillus,0.0040438124313757
10,Actinomyces,0.0019549556787445436
11,Gardnerella,0.0018478348196352536
12,Mobiluncus,0.001606812886639351
13,Flavobacterium,0.0009640877319836105
14,Murdochiella,0.0009640877319836105
15,Streptococcus,0.0006159449398784178
16,Campylobacter,0.0006159449398784178
17,Corynebacterium,0.0002945823625505477
18,Varibaculum,0.00024102193299590263
19,Bacillus,0.00024102193299590263
