,bacterium,abundance
0,Streptococcus,0.7237685787986734
1,Lactobacillus,0.18737255865372804
2,Ureaplasma,0.04719321950620317
3,Clostridium sensu stricto 1,0.011939565163984768
5,Veillonella,0.007468369979118044
6,Finegoldia,0.0030708758137820906
7,Peptostreptococcus,0.0022847316054538753
8,Anaerococcus,0.001252917332023093
9,Haemophilus,0.0010072472669205258
10,Peptoniphilus,0.0007615772018179584
11,Aerococcus,0.000712443188797445
12,Prevotella,0.0006633091757769316
13,Dialister,0.00044220611718462106
14,Flavobacterium,0.00034393809114359415
15,Escherichia-Shigella,0.00024567006510256724
16,Enterococcus,9.826802604102691e-05
17,Bacillus,9.826802604102691e-05
18,Limnohabitans,7.370101953077018e-05
19,Staphylococcus,7.370101953077018e-05
