,bacterium,abundance
0,Lactobacillus,0.9779889638258737
1,Limosilactobacillus,0.007388105456774985
2,Pelomonas,0.0023298589822194973
3,Streptococcus,0.0021152667075413855
5,Micrococcus,0.0019619865113427344
6,Stenotrophomonas,0.0018087063151440833
7,Cutibacterium,0.0017780502759043532
8,Prevotella,0.000551808706315144
9,Haemophilus,0.00030656039239730225
10,Xanthomonas,0.000275904353157572
11,Fusobacterium,0.000275904353157572
12,Rickettsiella,0.00021459227467811158
13,Peptoniphilus,0.00015328019619865113
14,Nocardioides,9.196811771919068e-05
15,Megasphaera,9.196811771919068e-05
16,Bacillus,9.196811771919068e-05
17,Mycoplasma,6.131207847946045e-05
18,Flavobacterium,6.131207847946045e-05
19,Anaerococcus,6.131207847946045e-05
