,bacterium,abundance
0,Lactobacillus,0.9935446894512986
1,Ureaplasma,0.0032578202769147236
3,Finegoldia,0.00042231003589635307
4,Staphylococcus,0.0003619800307683026
5,Streptococcus,0.0003318150282042774
6,Prevotella,0.0001809900153841513
7,Anaerococcus,0.00015082501282012608
8,Pseudomonas,0.00012066001025610087
9,Corynebacterium,0.00012066001025610087
10,Dialister,0.00012066001025610087
11,Veillonella,9.049500769207565e-05
12,Peptoniphilus,9.049500769207565e-05
13,Sneathia,9.049500769207565e-05
14,Enhydrobacter,9.049500769207565e-05
15,Atopobium,6.0330005128050437e-05
16,Acinetobacter,6.0330005128050437e-05
17,Megasphaera,6.0330005128050437e-05
18,Campylobacter,3.0165002564025218e-05
19,Actinomyces,3.0165002564025218e-05
