,bacterium,abundance
0,Lactobacillus,0.9891306724986332
1,Limosilactobacillus,0.008857299070530344
3,Prevotella,0.0003499179879715692
4,Ureaplasma,0.00026243849097867686
5,Megasphaera,0.00010934937124111536
6,Streptococcus,8.74794969928923e-05
7,Flavobacterium,6.560962274466922e-05
8,Corynebacterium,6.560962274466922e-05
9,Ligilactobacillus,4.373974849644615e-05
10,Atopobium,4.373974849644615e-05
11,Cutibacterium,4.373974849644615e-05
12,Lactiplantibacillus,2.1869874248223074e-05
13,Rhodoluna,2.1869874248223074e-05
14,Veillonella,2.1869874248223074e-05
15,Bacteroides,2.1869874248223074e-05
16,Pediococcus,2.1869874248223074e-05
17,Dialister,2.1869874248223074e-05
18,Finegoldia,2.1869874248223074e-05
19,Desulfatirhabdium,2.1869874248223074e-05
