,bacterium,abundance
0,Lactobacillus,0.9976157407407408
1,Finegoldia,0.0007175925925925926
2,Corynebacterium,0.0002777777777777778
3,Anaerococcus,0.0002777777777777778
5,Streptococcus,0.00016203703703703703
6,Peptoniphilus,0.0001388888888888889
7,Bacillus,9.259259259259259e-05
8,Cutibacterium,6.944444444444444e-05
9,Actinomyces,6.944444444444444e-05
10,Stenotrophomonas,4.6296296296296294e-05
11,Flavobacterium,4.6296296296296294e-05
12,Companilactobacillus,2.3148148148148147e-05
13,Staphylococcus,2.3148148148148147e-05
14,Ligilactobacillus,2.3148148148148147e-05
15,Mobiluncus,2.3148148148148147e-05
16,Rothia,2.3148148148148147e-05
17,Atopobium,2.3148148148148147e-05
18,Peptostreptococcus,2.3148148148148147e-05
19,Dialister,2.3148148148148147e-05
