,bacterium,abundance
0,Lactobacillus,0.9456113279477172
1,Limosilactobacillus,0.04429518017609149
3,Finegoldia,0.0003993827720795135
4,Flavobacterium,0.00036307524734501223
5,Prevotella,0.00032676772261051103
6,Streptococcus,0.00023599891077425797
7,Anaerococcus,0.00019969138603975674
8,Veillonella,0.00016338386130525552
9,Peptoniphilus,0.0001270763365707543
11,Corynebacterium,9.076881183625306e-05
12,Ezakiella,7.261504946900246e-05
13,Dialister,7.261504946900246e-05
14,Megasphaera,5.4461287101751836e-05
15,Actinomyces,5.4461287101751836e-05
16,Bacteroides,5.4461287101751836e-05
17,Fluviicola,5.4461287101751836e-05
18,Limnohabitans,3.630752473450123e-05
19,Murdochiella,3.630752473450123e-05
20,Rhodobacter,3.630752473450123e-05
