,bacterium,abundance
0,Lactobacillus,0.9301390268123138
1,Streptococcus,0.060393909301555776
2,Veillonella,0.0035749751737835156
3,Prevotella,0.0015392254220456803
4,Finegoldia,0.0010923535253227407
5,Anaerococcus,0.0007447864945382324
6,Limosilactobacillus,0.0006785832505792784
8,Dialister,0.00031446540880503143
9,Peptoniphilus,0.00031446540880503143
10,Gemella,0.00019860973187686197
11,Corynebacterium,0.00011585567692816948
12,Faecalibacterium,6.6203243958954e-05
13,Gardnerella,4.965243296921549e-05
14,Actinomyces,4.965243296921549e-05
15,Megasphaera,3.3101621979477e-05
16,Peptostreptococcus,3.3101621979477e-05
17,Pseudomonas,3.3101621979477e-05
18,Fastidiosipila,3.3101621979477e-05
19,Prevotella_9,3.3101621979477e-05
