,bacterium,abundance
0,Lactobacillus,0.9373940877424214
1,Cutibacterium,0.011799410029498525
3,Finegoldia,0.0058997050147492625
4,Peptoniphilus,0.004769974267244084
5,Faecalibacterium,0.004267871712797339
6,Burkholderia-Caballeronia-Paraburkholderia,0.004142346074185652
7,Fenollaria,0.003451955061821377
8,Facklamia,0.003420573652168455
9,Dialister,0.00273018263980418
10,Corynebacterium,0.0018515031695223749
11,Stenotrophomonas,0.0018201217598694532
12,Anaerococcus,0.001192493566811021
13,S5-A14a,0.0011611121571580996
14,Prevotella,0.0010983493378522564
15,Christensenellaceae R-7 group,0.0010669679281993347
16,Micrococcus,0.0010042051088934914
17,Paracoccus,0.0005962467834055105
18,Rickettsiella,0.000564865373752589
19,Ureaplasma,0.000564865373752589
