,bacterium,abundance
0,Lactobacillus,0.997453748469026
1,Lactiplantibacillus,0.0006446206407529169
3,Atopobium,0.0002900792883388126
4,Flavobacterium,0.00016115516018822923
5,Anaerococcus,0.00016115516018822923
6,Streptococcus,0.00016115516018822923
7,Prevotella,0.0001289241281505834
8,Escherichia-Shigella,9.669309611293753e-05
9,Peptostreptococcus,6.44620640752917e-05
10,Limnohabitans,6.44620640752917e-05
11,Sneathia,3.223103203764585e-05
12,Dialister,3.223103203764585e-05
13,Tabrizicola,3.223103203764585e-05
14,Leptothrix,3.223103203764585e-05
15,Peptoniphilus,3.223103203764585e-05
16,Friedmanniella,3.223103203764585e-05
17,Staphylococcus,3.223103203764585e-05
18,Megasphaera,3.223103203764585e-05
19,Azospirillum,3.223103203764585e-05
