,bacterium,abundance
0,Lactobacillus,0.9886520695424457
1,Limosilactobacillus,0.008110860551393031
3,Prevotella,0.0002909725758347276
4,Flavobacterium,0.0002909725758347276
5,Streptococcus,0.00018185785989670473
6,Megasphaera,0.0001454862879173638
7,Ureaplasma,0.0001454862879173638
8,Polynucleobacter,0.00010911471593802284
9,Limnohabitans,0.00010911471593802284
10,Cutibacterium,0.00010911471593802284
11,Parvimonas,7.27431439586819e-05
12,Enterococcus,3.637157197934095e-05
13,Bacteroides,3.637157197934095e-05
14,Methylotenera,3.637157197934095e-05
15,Acetobacter,3.637157197934095e-05
16,Hyphomicrobium,3.637157197934095e-05
17,Stenotrophomonas,3.637157197934095e-05
18,Prevotella_7,3.637157197934095e-05
19,Chryseobacterium,3.637157197934095e-05
