,bacterium,abundance
0,Lactobacillus,0.9820474360176245
1,Ureaplasma,0.008507546639167526
2,Streptococcus,0.004640479985000469
3,Gemella,0.0006796662604293616
4,Peptoniphilus,0.0005859191900253117
6,Finegoldia,0.0004687353520202494
7,Flavobacterium,0.00042186181681822443
8,Haemophilus,0.00037498828161619947
9,Veillonella,0.00032811474641417456
10,Anaerococcus,0.0002812412112121496
11,Staphylococcus,0.00021093090840911222
12,Prevotella,0.00021093090840911222
13,Campylobacter,9.374707040404987e-05
14,Aerococcus,9.374707040404987e-05
15,Dialister,7.03103028030374e-05
16,Prevotella_7,7.03103028030374e-05
17,Limnohabitans,4.6873535202024934e-05
18,Gardnerella,4.6873535202024934e-05
19,Pseudarcicella,4.6873535202024934e-05
