,bacterium,abundance
0,Lactobacillus,0.9802964569775849
1,Anaerococcus,0.0033140515786936613
2,Prevotella,0.0032537960954446853
4,Peptoniphilus,0.0023198361050855627
5,Limosilactobacillus,0.0016871535309713184
6,Dialister,0.0009942154736080984
7,Finegoldia,0.0008737045071101471
8,Campylobacter,0.0007833212822366836
9,Atopobium,0.0006326825741142444
10,Streptococcus,0.0005422993492407809
11,Peptostreptococcus,0.00048204386599180526
12,Fenollaria,0.00033140515786936613
13,Corynebacterium,0.00030127741624487827
14,Escherichia-Shigella,0.00027114967462039046
15,Prevotella_9,0.00015063870812243913
16,Faecalibacterium,0.00012051096649795132
17,Porphyromonas,0.00012051096649795132
18,Varibaculum,0.00012051096649795132
19,Mobiluncus,9.038322487346348e-05
