,bacterium,abundance
0,Lactobacillus,0.5908030199039122
1,Bacillus,0.1265810373566036
2,Enterococcus,0.09381311893322875
4,Anoxybacillus,0.03092460045102461
5,Tepidimonas,0.018119423472889497
6,Corynebacterium,0.014648494950485341
7,Ureaplasma,0.01396215315226983
8,Microbacterium,0.010197078144916168
9,Sphingobacterium,0.0074124914207275225
10,Cutibacterium,0.007177174232767918
11,Cloacibacterium,0.006922247279145014
12,Geobacillus,0.005118148838121384
13,Chryseobacterium,0.003392489459750956
14,OLB8,0.002745367192862045
15,Legionella,0.0024512207079125403
16,Ethanoligenens,0.0022747328169428374
17,Stenotrophomonas,0.0022159035199529366
18,Iamia,0.0015099519560741249
19,Tepidiphilus,0.0013530738307677224
