,bacterium,abundance
0,Lactobacillus,0.8946025515210991
1,Limosilactobacillus,0.014995093228655545
2,Corynebacterium,0.014327772325809618
3,Flavobacterium,0.013581943081452405
5,Finegoldia,0.011894013738959765
6,Prevotella,0.00577036310107949
7,Limnohabitans,0.005613346418056919
8,Staphylococcus,0.0036506378802747793
9,Peptoniphilus,0.0025515210991167814
10,Anaerococcus,0.0021197252208047107
12,Malikia,0.0020412168792934247
13,Aerococcus,0.0015701668302257115
14,Fluviicola,0.0012561334641805692
15,Dialister,0.0011383709519136409
16,Facklamia,0.0009813542688910696
17,Tabrizicola,0.0008243375858684985
18,Pseudarcicella,0.0006280667320902846
19,Massilia,0.0005495583905789991
20,Candidatus Aquiluna,0.0005103042198233562
