,bacterium,abundance
0,Prevotella,0.4455400927766733
1,Streptococcus,0.3309741550695825
2,Peptoniphilus,0.1539297548045063
3,Anaerococcus,0.04299536116633532
4,Lactobacillus,0.005195493704440026
5,Finegoldia,0.004930417495029821
6,Bergeyella,0.0041882041086812455
8,Gardnerella,0.0017760106030483764
9,Varibaculum,0.0014314115308151094
10,Granulicatella,0.001219350563286945
11,Veillonella,0.0006096752816434725
12,Corynebacterium,0.0004241219350563287
13,Actinotignum,0.0003180914512922465
14,Actinomyces,0.0003180914512922465
15,Bacillus,0.00029158383035122597
16,Staphylococcus,0.0002385685884691849
17,Campylobacter,0.0002385685884691849
18,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.0001855533465871438
19,Stenotrophomonas,0.00015904572564612326
