,bacterium,abundance
0,Lactobacillus,0.9954550258957827
1,Limosilactobacillus,0.0019553958355353557
2,Prevotella,0.0005549096290032766
3,Peptoniphilus,0.00039636402071662613
5,Finegoldia,0.00021139414438220062
6,Ligilactobacillus,0.00021139414438220062
7,Bacillus,0.0001321213402388754
8,Atopobium,7.927280414332523e-05
9,Corynebacterium,7.927280414332523e-05
10,Dialister,7.927280414332523e-05
11,Streptococcus,7.927280414332523e-05
12,Facklamia,7.927280414332523e-05
13,Fenollaria,5.2848536095550154e-05
14,Dermabacter,5.2848536095550154e-05
15,Ureaplasma,5.2848536095550154e-05
16,NK4A214 group,2.6424268047775077e-05
17,Faecalibacterium,2.6424268047775077e-05
18,Anaerococcus,2.6424268047775077e-05
19,Stenotrophomonas,2.6424268047775077e-05
