,bacterium,abundance
0,Lactobacillus,0.9937469937469937
1,Corynebacterium,0.0040617818395596176
2,Finegoldia,0.000641333974667308
3,Peptoniphilus,0.000320666987333654
5,Globicatella,0.000160333493666827
6,Anaerococcus,0.00010688899577788467
7,Fenollaria,0.00010688899577788467
8,Actinomyces,0.00010688899577788467
9,Facklamia,0.00010688899577788467
10,Limosilactobacillus,0.00010688899577788467
11,Varibaculum,5.344449788894233e-05
12,Tolumonas,5.344449788894233e-05
13,Actinotignum,5.344449788894233e-05
14,Brevibacterium,5.344449788894233e-05
15,Fungi,5.344449788894233e-05
