,bacterium,abundance
0,Lactobacillus,0.9769611403668059
1,Prevotella,0.0060831668785182496
2,Ureaplasma,0.004131105865262393
3,Peptoniphilus,0.0017477755583802433
4,Anaerococcus,0.0017250771745051753
5,Corynebacterium,0.0014980933357544943
6,Finegoldia,0.001452696568004358
7,Streptococcus,0.0012938078808788815
9,Dialister,0.0006809515162520428
10,Facklamia,0.0005220628291265662
11,Veillonella,0.0004085709097512257
12,Aerococcus,0.00024968222262574904
13,Campylobacter,0.00024968222262574904
14,Helcococcus,0.00024968222262574904
15,Parvimonas,0.00024968222262574904
16,Fenollaria,0.00020428545487561286
17,Gemella,0.00020428545487561286
18,Porphyromonas,0.00018158707100054475
19,Actinomyces,0.00011349191937534048
