,bacterium,abundance
1,Prevotella,0.3046903460837887
2,Megasphaera,0.07342896174863388
3,Sneathia,0.0322632058287796
4,Atopobium,0.023497267759562842
5,Parvimonas,0.022996357012750455
6,Dialister,0.009744990892531877
7,Fastidiosipila,0.009289617486338797
8,Anaerococcus,0.006762295081967213
9,Peptoniphilus,0.004735883424408015
10,Lactobacillus,0.0029371584699453552
11,Aerococcus,0.002185792349726776
12,Campylobacter,0.0010245901639344263
13,Finegoldia,0.0006830601092896175
14,Fenollaria,0.000569216757741348
15,Peptostreptococcus,0.0005009107468123862
16,Gardnerella,0.00034153005464480874
17,Fusobacterium,0.00022768670309653916
18,Ezakiella,0.0001593806921675774
19,Porphyromonas,0.0001366120218579235
