,bacterium,abundance
0,Lactobacillus,0.9933256660193442
1,Lacticaseibacillus,0.004581534342653519
3,Prevotella,0.0004147891174418824
4,Streptococcus,0.0002073945587209412
5,Sphingomonas,0.0001508324063425027
6,Methylobacterium-Methylorubrum,0.00013197835554968986
7,Megasphaera,0.00011312430475687701
8,Anaerococcus,7.541620317125135e-05
9,Peptoniphilus,5.6562152378438506e-05
10,Limosilactobacillus,5.6562152378438506e-05
11,Howardella,5.6562152378438506e-05
12,Atopobium,3.770810158562567e-05
13,Limnohabitans,3.770810158562567e-05
14,Legionella,3.770810158562567e-05
15,Staphylococcus,3.770810158562567e-05
16,Bacillus,3.770810158562567e-05
17,Corynebacterium,1.8854050792812836e-05
18,Veillonella,1.8854050792812836e-05
19,Ureaplasma,1.8854050792812836e-05
