,bacterium,abundance
0,Lactobacillus,0.9981115514535734
1,Prevotella,0.00047876160331941376
3,Streptococcus,0.00029257653536186396
4,Staphylococcus,0.00013298933425539273
5,Aerococcus,7.979360055323563e-05
6,Finegoldia,7.979360055323563e-05
7,Mycoplasma,5.319573370215709e-05
8,Veillonella,5.319573370215709e-05
9,Atopobium,2.6597866851078545e-05
10,Tabrizicola,2.6597866851078545e-05
11,Anaerococcus,2.6597866851078545e-05
12,Prevotella_7,2.6597866851078545e-05
13,Ureaplasma,2.6597866851078545e-05
14,Actinomyces,2.6597866851078545e-05
16,Cutibacterium,2.6597866851078545e-05
17,Lactococcus,2.6597866851078545e-05
18,Bacillus,2.6597866851078545e-05
