,bacterium,abundance
0,Lactobacillus,0.9958867457369913
1,Prevotella,0.0009184936703805759
2,Limosilactobacillus,0.0008785591629727247
4,Anaerococcus,0.00027954155185495785
5,Streptococcus,0.00019967253703925562
6,Megasphaera,0.00019967253703925562
7,Finegoldia,0.00019967253703925562
8,Mobiluncus,0.00011980352222355337
9,Peptoniphilus,7.986901481570224e-05
10,Actinomyces,7.986901481570224e-05
11,Fastidiosipila,7.986901481570224e-05
12,Gardnerella,7.986901481570224e-05
13,Virgibacillus,3.993450740785112e-05
14,Aerococcus,3.993450740785112e-05
15,Lactiplantibacillus,3.993450740785112e-05
16,Staphylococcus,3.993450740785112e-05
17,Flavobacterium,3.993450740785112e-05
18,Limnohabitans,3.993450740785112e-05
19,Ferritrophicum,3.993450740785112e-05
