,bacterium,abundance
0,Lactobacillus,0.9968417233947205
1,Prevotella,0.0008962676852820042
3,Ureaplasma,0.0002987558950940014
4,Corynebacterium,0.00025607648150914407
5,Prevotella_9,0.0001493779475470007
6,Bacteroides,0.00012803824075457204
7,Megasphaera,0.00010669853396214335
8,Flavobacterium,8.535882716971469e-05
9,Murdochiella,6.401912037728602e-05
10,Cutibacterium,6.401912037728602e-05
11,Mobiluncus,4.267941358485734e-05
12,Streptococcus,4.267941358485734e-05
13,Ezakiella,4.267941358485734e-05
14,Anaerococcus,4.267941358485734e-05
15,Faecalibacterium,4.267941358485734e-05
16,Peptoniphilus,4.267941358485734e-05
17,Fenollaria,4.267941358485734e-05
18,Finegoldia,4.267941358485734e-05
19,Acidaminococcus,4.267941358485734e-05
