,bacterium,abundance
0,Lactobacillus,0.9985759882150749
1,Streptococcus,0.0002946231279155414
2,Aerococcus,0.00019641541861036092
3,Anaerococcus,0.00019641541861036092
5,Flavobacterium,9.820770930518046e-05
6,Limosilactobacillus,4.910385465259023e-05
7,Megasphaera,4.910385465259023e-05
8,Ureaplasma,4.910385465259023e-05
9,CL500-29 marine group,4.910385465259023e-05
10,Virgibacillus,4.910385465259023e-05
11,Dialister,4.910385465259023e-05
12,Peptoniphilus,4.910385465259023e-05
13,Mycoplasma,4.910385465259023e-05
14,Corynebacterium,4.910385465259023e-05
15,Escherichia-Shigella,4.910385465259023e-05
