,bacterium,abundance
0,Lactobacillus,0.9954128440366973
1,Limosilactobacillus,0.0016952532907857998
2,Corynebacterium,0.0007977662544874351
3,Prevotella,0.0004387714399680894
4,Peptoniphilus,0.0002792181890706023
6,Streptococcus,0.00019944156362185878
7,Anaerococcus,0.00013960909453530115
8,Bacillus,0.00011966493817311528
9,Megasphaera,0.00011966493817311528
10,Mobiluncus,9.972078181092939e-05
11,Finegoldia,7.977662544874351e-05
12,Flavobacterium,5.983246908655764e-05
13,Atopobium,3.9888312724371757e-05
14,Dialister,3.9888312724371757e-05
15,Actinomyces,1.9944156362185878e-05
16,Campylobacter,1.9944156362185878e-05
17,Faecalibacterium,1.9944156362185878e-05
18,Ligilactobacillus,1.9944156362185878e-05
19,Gemella,1.9944156362185878e-05
