,bacterium,abundance
0,Lactobacillus,0.9935503685503686
1,Limosilactobacillus,0.0024378071253071255
2,Finegoldia,0.0007486179361179361
3,Peptoniphilus,0.0005182739557739557
4,Prevotella,0.0004798832923832924
6,Anaerococcus,0.0003647113022113022
7,Staphylococcus,0.0003263206388206388
8,Corynebacterium,0.0002879299754299754
9,Dialister,0.00026873464373464373
10,Streptococcus,0.00021114864864864866
11,Megasphaera,5.758599508599509e-05
12,Fenollaria,5.758599508599509e-05
13,Gemella,3.839066339066339e-05
14,Stenotrophomonas,3.839066339066339e-05
15,Faecalibacterium,1.9195331695331695e-05
16,Virgibacillus,1.9195331695331695e-05
17,Porphyromonas,1.9195331695331695e-05
18,Solobacterium,1.9195331695331695e-05
19,Ureaplasma,1.9195331695331695e-05
