,bacterium,abundance
0,Lactobacillus,0.9820297326242036
1,Ureaplasma,0.012270606814180175
2,Limosilactobacillus,0.0031221070592292754
4,Gardnerella,0.0005264017716142382
5,Flavobacterium,0.0002722767784211577
6,Prevotella,0.00012706249659654028
7,Streptococcus,5.4455355684231545e-05
8,Prevotella_7,5.4455355684231545e-05
9,Pseudomonas,3.630357045615436e-05
10,Finegoldia,3.630357045615436e-05
11,Bacillus,3.630357045615436e-05
12,Tabrizicola,3.630357045615436e-05
13,Corynebacterium,3.630357045615436e-05
14,Fluviicola,3.630357045615436e-05
15,Anaerococcus,3.630357045615436e-05
16,Anoxybacillus,1.815178522807718e-05
17,Cutibacterium,1.815178522807718e-05
18,Polynucleobacter,1.815178522807718e-05
19,Novosphingobium,1.815178522807718e-05
