,bacterium,abundance
0,Lactobacillus,0.9969006103705957
1,Limosilactobacillus,0.0008936890342454032
2,Ureaplasma,0.0006845277709113727
4,Flavobacterium,0.0002852199045464053
5,Prevotella,9.507330151546842e-05
6,Streptococcus,9.507330151546842e-05
7,Atopobium,7.605864121237474e-05
8,Limnohabitans,5.7043980909281056e-05
9,Pseudomonas,5.7043980909281056e-05
10,Fluviicola,3.802932060618737e-05
12,Xanthobacter,3.802932060618737e-05
13,Anaerococcus,3.802932060618737e-05
14,Malikia,3.802932060618737e-05
15,Peptoniphilus,3.802932060618737e-05
16,Prevotella_7,3.802932060618737e-05
17,Massilia,3.802932060618737e-05
18,Sneathia,3.802932060618737e-05
19,Megasphaera,1.9014660303093684e-05
20,Ligilactobacillus,1.9014660303093684e-05
