,bacterium,abundance
0,Lactobacillus,0.9967494356659142
1,Ureaplasma,0.002058690744920993
3,Prevotella,0.00018058690744920993
4,Finegoldia,0.00014446952595936795
5,Flavobacterium,0.00014446952595936795
6,Streptococcus,0.00010835214446952596
7,Megasphaera,0.00010835214446952596
8,Varibaculum,1.8058690744920994e-05
9,Prevotella_7,1.8058690744920994e-05
10,Escherichia-Shigella,1.8058690744920994e-05
11,Atopobium,1.8058690744920994e-05
12,Pseudomonas,1.8058690744920994e-05
13,Lacticaseibacillus,1.8058690744920994e-05
14,Staphylococcus,1.8058690744920994e-05
15,Acidovorax,1.8058690744920994e-05
16,Parvimonas,1.8058690744920994e-05
17,Aerococcus,1.8058690744920994e-05
19,Lactiplantibacillus,1.8058690744920994e-05
20,Sphingomonas,1.8058690744920994e-05
