,bacterium,abundance
0,Lactobacillus,0.9391205444065314
1,Prevotella,0.025967266207853796
2,Finegoldia,0.010564262718562643
3,Veillonella,0.008752144660998978
4,Streptococcus,0.004511017292232954
5,Ureaplasma,0.0034700133017176566
6,Peptoniphilus,0.001715728799182619
7,Dialister,0.0008867811771056234
9,Anaerococcus,0.0005783355502862761
10,Peptostreptococcus,0.00042411273687660247
11,Corynebacterium,0.00040483488520039326
12,Staphylococcus,0.0003470013301717657
13,Escherichia-Shigella,0.00032772347849555647
14,Limosilactobacillus,0.00021205636843830123
15,Flavobacterium,0.00019277851676209202
16,Actinomyces,0.00017350066508588284
17,Prevotella_7,0.00017350066508588284
18,Cutibacterium,0.00017350066508588284
19,Enterococcus,0.00015422281340967363
