,bacterium,abundance
0,Lactobacillus,0.9977033757609297
1,Ureaplasma,0.000691754288876591
3,Streptococcus,0.00022136137244050912
4,Finegoldia,0.0001936912008854455
5,Prevotella,0.0001383508577753182
6,Flavobacterium,0.0001383508577753182
7,Anaerococcus,0.00011068068622025456
8,Corynebacterium,0.00011068068622025456
9,Bacillus,0.00011068068622025456
10,Clostridium sensu stricto 1,8.301051466519092e-05
11,Limosilactobacillus,5.534034311012728e-05
12,Fluviicola,2.767017155506364e-05
13,Faecalibacterium,2.767017155506364e-05
14,Gardnerella,2.767017155506364e-05
15,Brachybacterium,2.767017155506364e-05
16,Staphylococcus,2.767017155506364e-05
17,Cutibacterium,2.767017155506364e-05
18,Megasphaera,2.767017155506364e-05
