,bacterium,abundance
0,Prevotella,0.4097099948213361
1,Megasphaera,0.216468151216986
3,Atopobium,0.10999482133609528
4,Dialister,0.06121180735370275
5,Peptoniphilus,0.023045054375971
6,Fastidiosipila,0.010849300880372864
7,Mobiluncus,0.004867944070429829
8,Lactobacillus,0.004790264111859141
9,Finegoldia,0.0033920248575867425
10,Anaerococcus,0.0028223718280683584
11,Parvimonas,0.0020196789228379077
12,Fusobacterium,0.0014500258933195236
13,Porphyromonas,0.0013723459347488348
14,Prevotella_7,0.0009321595028482652
15,Campylobacter,0.0007767995857068876
16,Mycoplasma,0.0006214396685655101
17,Bacillus,0.0005696530295183843
18,Gardnerella,0.0004660797514241326
19,Corynebacterium,0.0004660797514241326
