,bacterium,abundance
0,Lactobacillus,0.996386835693934
1,Limosilactobacillus,0.0021266052772845523
2,Prevotella,0.0004129330635503985
3,Streptococcus,0.0003509931040178387
5,Flavobacterium,0.00010323326588759962
6,Ureaplasma,8.258661271007969e-05
7,Corynebacterium,6.193995953255978e-05
8,Peptoniphilus,4.1293306355039846e-05
9,Atopobium,4.1293306355039846e-05
10,Finegoldia,2.0646653177519923e-05
11,Ureibacillus,2.0646653177519923e-05
12,Megasphaera,2.0646653177519923e-05
13,Sneathia,2.0646653177519923e-05
14,Anaerococcus,2.0646653177519923e-05
15,Limnohabitans,2.0646653177519923e-05
16,Hyphomicrobium,2.0646653177519923e-05
17,Gallicola,2.0646653177519923e-05
18,Bacillus,2.0646653177519923e-05
