,bacterium,abundance
0,Lactobacillus,0.9596824921371874
1,Streptococcus,0.01204133592930957
2,Cutibacterium,0.005002246517897259
3,Stenotrophomonas,0.004642803654335779
4,Prevotella,0.0034746143477609706
5,Campylobacter,0.002935450052418751
6,Actinomyces,0.001917028605661225
7,Actinotignum,0.0018870750336977685
8,Peptoniphilus,0.0018870750336977685
9,Micrococcus,0.0014078178822824622
10,Anaerococcus,0.0010483750187209825
12,Peptostreptococcus,0.0007488392990864161
13,Varibaculum,0.0007188857271229594
14,Levilactobacillus,0.0005092107233787629
15,Dialister,0.00032948929159802305
16,Atopobium,0.0002695821476711098
17,Bacillus,0.0001497678598172832
18,Paracoccus,0.00011981428785382657
19,Escherichia-Shigella,8.986071589036993e-05
