,bacterium,abundance
0,Lactobacillus,0.590296879446078
2,Prevotella,0.0417812766764678
3,Atopobium,0.041212178696765626
4,Aerococcus,0.028217774826899366
5,Parvimonas,0.02466091245376079
6,Sneathia,0.01878023333017168
7,Megasphaera,0.00692402541970976
8,Gemella,0.004125960352840748
9,Dialister,0.002418666413734231
10,Streptococcus,0.0020392677605994497
11,Corynebacterium,0.0009010718011951057
12,Ureaplasma,0.0008062221379114104
13,Staphylococcus,0.0006165228113440197
14,Gardnerella,0.00047424831641847674
15,Finegoldia,0.00023712415820923837
16,Mycoplasma,0.00023712415820923837
17,Peptoniphilus,0.00014227449492554303
18,Mobiluncus,0.00014227449492554303
19,Anaerococcus,0.00014227449492554303
