,bacterium,abundance
0,Anaerococcus,0.4751658793654261
1,Finegoldia,0.1386833410698195
2,Prevotella,0.07448870928105289
3,Escherichia-Shigella,0.06717090353056822
4,Flavobacterium,0.04633700133795702
5,Peptoniphilus,0.03279359965049286
6,Lactobacillus,0.032575157687791824
7,Ureaplasma,0.021134259891325124
8,Enterococcus,0.017284220298719385
10,Actinomyces,0.012451191873958987
11,Corynebacterium,0.01152281353247959
12,Dialister,0.011222455833765667
13,Limnohabitans,0.007454331977172815
14,Bifidobacterium,0.007454331977172815
16,Fluviicola,0.0033039346858531526
17,Facklamia,0.0031127979684897468
18,Cutibacterium,0.0024847773257242714
19,Novosphingobium,0.0014744832482319853
20,Malikia,0.001447178002894356
