,bacterium,abundance
0,Lactobacillus,0.9985195524818645
1,Streptococcus,0.00027494025336801813
2,Limosilactobacillus,0.00021149250259078315
4,Bacillus,0.00010574625129539157
5,Ureaplasma,8.459700103631326e-05
6,Prevotella,8.459700103631326e-05
7,Staphylococcus,8.459700103631326e-05
8,Flavobacterium,8.459700103631326e-05
9,Limnohabitans,6.344775077723494e-05
10,Corynebacterium,4.229850051815663e-05
11,Atopobium,4.229850051815663e-05
12,Anaerococcus,4.229850051815663e-05
13,Finegoldia,4.229850051815663e-05
14,Prevotella_7,2.1149250259078316e-05
15,Facklamia,2.1149250259078316e-05
16,Faecalibacterium,2.1149250259078316e-05
17,Massilia,2.1149250259078316e-05
18,Tabrizicola,2.1149250259078316e-05
19,Actinomyces,2.1149250259078316e-05
