,bacterium,abundance
0,Lactobacillus,0.975378074972876
1,Limosilactobacillus,0.006000487124416004
2,Corynebacterium,0.004694108008768239
4,Fastidiosipila,0.0013728051723756172
5,Cutibacterium,0.0013063791156477647
6,Streptococcus,0.001195669021101344
7,Finegoldia,0.0011513849832827758
8,Staphylococcus,0.0009742488320085025
9,Ureaplasma,0.0008635387374620818
10,Stenotrophomonas,0.0007971126807342294
11,Acinetobacter,0.0007749706618249452
12,Dialister,0.0006864025861878086
13,Bradyrhizobium,0.0006421185483692403
14,Prevotella,0.0005314084538228195
15,Brevibacterium,0.0005092664349135354
16,Anaerococcus,0.000442840378185683
17,Achromobacter,0.00028784624582069395
18,Megasphaera,0.0002214201890928415
19,Atopobium,0.00017713615127427318
