,bacterium,abundance
0,Lactobacillus,0.5075753293006954
1,Prevotella,0.3081010797670869
2,Megasphaera,0.07301147605856748
4,Atopobium,0.024619820227259878
5,Parvimonas,0.007490530838374131
6,Aerococcus,0.007236135451410481
7,Dialister,0.006953473910339759
8,Fastidiosipila,0.0051444400474871385
9,Gemella,0.001780767708745548
10,Sneathia,0.0005653230821414439
11,Arcanobacterium,0.0003391938492848663
12,Streptococcus,0.00028266154107072194
13,Ureaplasma,0.00022612923285657754
14,Prevotella_7,0.00019786307874950534
15,Finegoldia,0.00011306461642828877
16,Gardnerella,0.00011306461642828877
17,Anaerococcus,5.6532308214144386e-05
18,Peptoniphilus,5.6532308214144386e-05
19,Corynebacterium,5.6532308214144386e-05
