,bacterium,abundance
0,Lactobacillus,0.9978927714057082
1,Corynebacterium,0.00037343291544411844
2,Streptococcus,0.00034675913576953855
4,Ureaplasma,0.00018671645772205922
5,Prevotella,0.00018671645772205922
6,Anaerococcus,0.00018671645772205922
7,Peptoniphilus,0.00010669511869831955
8,Bacillus,0.00010669511869831955
9,Flavobacterium,5.334755934915977e-05
10,Megasphaera,5.334755934915977e-05
11,Sneathia,2.6673779674579886e-05
12,Porphyromonas,2.6673779674579886e-05
13,Bacteroides,2.6673779674579886e-05
14,Staphylococcus,2.6673779674579886e-05
15,Finegoldia,2.6673779674579886e-05
16,hgcI clade,2.6673779674579886e-05
17,Streptomyces,2.6673779674579886e-05
18,Atopobium,2.6673779674579886e-05
