,bacterium,abundance
0,Lactobacillus,0.9812057919490427
1,Limosilactobacillus,0.0054623560345146835
2,Ureaplasma,0.0038884568381290967
3,Prevotella,0.002333074102877458
5,Mobiluncus,0.001166537051438729
6,Megasphaera,0.000685109061956079
7,Finegoldia,0.000685109061956079
8,Peptoniphilus,0.0003888456838129097
9,Atopobium,0.00035181276154501353
10,Dialister,0.00035181276154501353
11,Fastidiosipila,0.0002036810724734289
12,Anaerococcus,0.0001851646113394808
13,Parvimonas,0.0001851646113394808
14,Flavobacterium,0.00016664815020553273
15,Gemella,0.00014813168907158464
16,Bacillus,0.00011109876680368848
17,Streptococcus,9.25823056697404e-05
18,Stenotrophomonas,7.406584453579232e-05
19,UCG-002,5.554938340184424e-05
