,bacterium,abundance
0,Lactobacillus,0.9944336049581086
1,Prevotella,0.0014920234132904855
2,Limosilactobacillus,0.0007460117066452427
3,Peptoniphilus,0.0004590841271663032
4,Streptococcus,0.0004016986112705153
5,Finegoldia,0.00034431309537472744
7,Megasphaera,0.0002869275794789395
8,Atopobium,0.00017215654768736372
9,Anaerococcus,0.0001147710317915758
10,Dialister,0.0001147710317915758
11,Ezakiella,0.0001147710317915758
12,Mobiluncus,0.0001147710317915758
13,Peptostreptococcus,5.73855158957879e-05
14,Companilactobacillus,5.73855158957879e-05
15,Pediococcus,5.73855158957879e-05
17,Virgibacillus,5.73855158957879e-05
18,Burkholderia-Caballeronia-Paraburkholderia,5.73855158957879e-05
19,Cohnella,5.73855158957879e-05
20,Paenibacillus,5.73855158957879e-05
