,bacterium,abundance
0,Prevotella,0.5858128157831421
1,Lactobacillus,0.14110995268265297
2,Megasphaera,0.10481995348464192
3,Atopobium,0.03328254070093833
5,Dialister,0.03071617611676959
6,Fastidiosipila,0.030515678883631405
7,Mobiluncus,0.014916994145480792
8,Parvimonas,0.01471649691234261
9,Aerococcus,0.005654021974496752
10,Peptoniphilus,0.002365867351030556
11,Gemella,0.0012430828454567328
12,Rikenellaceae RC9 gut group,0.0008019889325527308
13,Mycoplasma,0.00048119335953163844
14,Anaerococcus,0.00048119335953163844
15,Finegoldia,0.00036089501964872884
16,Sneathia,0.0003207955730210923
17,Gardnerella,0.00028069612639345574
18,Streptococcus,0.00012029833988290961
19,Ureaplasma,0.00012029833988290961
