,bacterium,abundance
0,Lactobacillus,0.9679700767428363
1,Burkholderia-Caballeronia-Paraburkholderia,0.010791289580601474
2,Capnocytophaga,0.004449794707538855
4,Gemella,0.002622584320385219
5,Finegoldia,0.0023861217996947485
6,Pseudomonas,0.0017842172015735507
7,Anaerococcus,0.001461768309722909
8,Cutibacterium,0.0012253057890324384
9,Stenotrophomonas,0.0010963262322921817
10,Methylobacterium-Methylorubrum,0.000580408005331155
11,Blastococcus,0.0005159182269610267
12,Solirubrobacter,0.00036544207743072725
13,Mycobacterium,0.00017197274232034224
14,Achromobacter,0.00017197274232034224
15,Escherichia-Shigella,0.00012897955674025667
17,Gordonia,6.448977837012833e-05
18,Prevotella,4.299318558008556e-05
19,Alloprevotella,2.149659279004278e-05
20,Cloacibacterium,2.149659279004278e-05
