,bacterium,abundance
0,Lactobacillus,0.9960221793635486
2,Clostridium sensu stricto 1,0.0008678881388621022
3,Prevotella,0.0003857280617164899
4,Flavobacterium,0.0002651880424300868
5,Parvimonas,7.232401157184185e-05
6,Reyranella,4.8216007714561236e-05
7,Sphingomonas,4.8216007714561236e-05
8,Mobiluncus,4.8216007714561236e-05
9,Fluviicola,4.8216007714561236e-05
10,Fungi,2.4108003857280618e-05
11,Pseudomonas,2.4108003857280618e-05
12,Limosilactobacillus,2.4108003857280618e-05
14,Lacticaseibacillus,2.4108003857280618e-05
15,hgcI clade,2.4108003857280618e-05
16,Peptoniphilus,2.4108003857280618e-05
17,Streptococcus,2.4108003857280618e-05
18,Aerococcus,2.4108003857280618e-05
19,Stenotrophomonas,2.4108003857280618e-05
20,Limnohabitans,2.4108003857280618e-05
