,bacterium,abundance
0,Ureaplasma,0.5089969372128637
1,Lactobacillus,0.31083460949464015
2,Corynebacterium,0.07392802450229709
4,Brevibacterium,0.008001531393568148
5,Fenollaria,0.007465543644716692
6,Staphylococcus,0.0069295558958652375
7,Peptoniphilus,0.0069295558958652375
8,Anaerococcus,0.005857580398162328
9,Facklamia,0.005053598774885145
10,Finegoldia,0.004632465543644717
11,Streptococcus,0.004134762633996938
12,Faecalibacterium,0.003675344563552833
13,Bacteroides,0.003522205206738132
14,Gardnerella,0.0029479326186830014
15,Actinomyces,0.0024885145482388973
16,Gallicola,0.002335375191424196
17,Flavobacterium,0.002258805513016845
18,Lachnospiraceae NK4A136 group,0.0017993874425727412
19,Helcococcus,0.0016845329249617152
