,bacterium,abundance
0,Lactobacillus,0.9868573442771539
1,Limosilactobacillus,0.00661329036373097
2,Stenotrophomonas,0.005102640280645216
4,Streptococcus,0.000318915017540326
5,Acinetobacter,0.00021820501200127567
6,Escherichia-Shigella,0.00013428000738540042
7,Prevotella_7,5.035500276952515e-05
8,Prevotella,5.035500276952515e-05
9,Bacillus,5.035500276952515e-05
10,Megasphaera,3.3570001846350105e-05
11,Sneathia,3.3570001846350105e-05
12,Flavobacterium,3.3570001846350105e-05
13,Ureaplasma,3.3570001846350105e-05
14,Mobiluncus,1.6785000923175052e-05
15,Gemella,1.6785000923175052e-05
16,Pediococcus,1.6785000923175052e-05
17,Atopobium,1.6785000923175052e-05
18,Lachnospira,1.6785000923175052e-05
19,Anaerococcus,1.6785000923175052e-05
