,bacterium,abundance
0,Lactobacillus,0.9755688055621328
1,Prevotella,0.008050455259702521
2,Peptoniphilus,0.004218955162838754
3,Anaerococcus,0.003917601222635986
4,Limosilactobacillus,0.0018942247669888285
5,Finegoldia,0.0018942247669888285
7,Fenollaria,0.0012484663236971823
8,Dialister,0.0006672837247347009
9,Campylobacter,0.00032287922164582304
10,Actinomyces,0.0001291516886583292
11,Streptococcus,0.00010762640721527433
12,Atopobium,8.610112577221947e-05
13,Megasphaera,8.610112577221947e-05
14,Porphyromonas,8.610112577221947e-05
15,Ureaplasma,6.45758443291646e-05
16,Murdochiella,4.3050562886109735e-05
17,Arcanobacterium,2.1525281443054868e-05
18,Moraxella,2.1525281443054868e-05
19,Aerococcus,2.1525281443054868e-05
