,bacterium,abundance
0,Prevotella,0.4119048263541131
1,Mobiluncus,0.2771567008634924
3,Megasphaera,0.07660449882251036
4,Parvimonas,0.040197060336193594
5,Dialister,0.01813604742441058
6,Peptoniphilus,0.017459329236932573
7,Lactobacillus,0.013344882657066291
8,Atopobium,0.010448528814660423
9,Fastidiosipila,0.006171669869799421
10,Porphyromonas,0.004628752402349566
11,Peptococcus,0.0032211785723953116
12,Mycoplasma,0.0032211785723953116
13,Sneathia,0.002111360744931381
14,Peptostreptococcus,0.0018136047424410578
15,Anaerococcus,0.001515848739950735
16,Rikenellaceae RC9 gut group,0.0005684432774815256
17,Aerococcus,0.0005143058224832851
18,Flavobacterium,0.00035189345748856346
19,Bacillus,0.0003248247299894432
