,bacterium,abundance
0,Lactobacillus,0.9949053118720441
1,Limosilactobacillus,0.0036332636450362313
2,Ureaplasma,0.00048714149430653376
4,Anaerococcus,0.0001014878113138612
5,Corynebacterium,6.089268678831672e-05
6,Bacillus,6.089268678831672e-05
7,Flavobacterium,4.0595124525544485e-05
8,Faecalibacterium,4.0595124525544485e-05
9,Pseudomonas,4.0595124525544485e-05
10,Escherichia-Shigella,2.0297562262772242e-05
11,Companilactobacillus,2.0297562262772242e-05
12,Deinococcus,2.0297562262772242e-05
13,Aerococcus,2.0297562262772242e-05
14,Lactiplantibacillus,2.0297562262772242e-05
15,Sneathia,2.0297562262772242e-05
16,Pseudarcicella,2.0297562262772242e-05
17,Prevotella,2.0297562262772242e-05
18,Paracoccus,2.0297562262772242e-05
19,Burkholderia-Caballeronia-Paraburkholderia,2.0297562262772242e-05
