,bacterium,abundance
0,Lactobacillus,0.9967752412769116
2,Prevotella,0.000603192279138827
3,Ureaplasma,0.0005103934669636229
4,Bacillus,0.00013919821826280623
5,Faecalibacterium,0.00011599851521900519
6,Atopobium,0.00011599851521900519
7,Subdoligranulum,9.279881217520415e-05
8,Bacteroides,9.279881217520415e-05
9,Clostridium sensu stricto 1,6.959910913140311e-05
10,Streptococcus,6.959910913140311e-05
11,Fusicatenibacter,4.639940608760208e-05
12,Butyricicoccus,4.639940608760208e-05
13,Rickettsiella,4.639940608760208e-05
14,Dialister,4.639940608760208e-05
15,Flavobacterium,4.639940608760208e-05
16,Finegoldia,4.639940608760208e-05
17,Corynebacterium,4.639940608760208e-05
18,Parabacteroides,4.639940608760208e-05
19,Anaerococcus,2.319970304380104e-05
