,bacterium,abundance
0,Lactobacillus,0.9772200112312913
2,Prevotella,0.004297189735576336
3,Aerococcus,0.0017579412554630466
4,Fastidiosipila,0.0011231291354347243
5,Ureaplasma,0.0009033864785018433
6,Dialister,0.0006103962692580023
7,Sneathia,0.0005859804184876822
8,Atopobium,0.00046390116463608175
9,Megasphaera,0.00043948531386576165
10,Arcanobacterium,0.00017091095539224064
11,Mycoplasma,0.00017091095539224064
12,Peptoniphilus,0.00014649510462192054
13,Gardnerella,0.00012207925385160045
14,Streptococcus,7.324755231096027e-05
15,Flavobacterium,7.324755231096027e-05
16,Gemella,4.883170154064018e-05
17,Parvimonas,4.883170154064018e-05
18,Paludibacter,2.441585077032009e-05
19,Polynucleobacter,2.441585077032009e-05
