,bacterium,abundance
0,Lactobacillus,0.9837121212121213
1,Prevotella,0.00585016835016835
2,Parvimonas,0.0020412457912457912
4,Peptoniphilus,0.001473063973063973
5,Limosilactobacillus,0.0012626262626262627
6,Finegoldia,0.0012626262626262627
7,Anaerococcus,0.0011153198653198653
8,Gemella,0.000462962962962963
9,Dialister,0.00042087542087542086
10,Ureaplasma,0.00010521885521885521
11,Flavobacterium,8.417508417508418e-05
12,Atopobium,8.417508417508418e-05
13,Peptostreptococcus,4.208754208754209e-05
14,Porphyromonas,4.208754208754209e-05
15,Solobacterium,4.208754208754209e-05
16,Streptococcus,4.208754208754209e-05
17,Fenollaria,4.208754208754209e-05
18,Buttiauxella,4.208754208754209e-05
19,Sutterella,4.208754208754209e-05
