,bacterium,abundance
0,Lactobacillus,0.9974641568321467
1,Ureaplasma,0.0012679215839266557
3,Prevotella,0.0001462986442992295
4,Prevotella_7,0.00012191553691602458
5,Streptococcus,9.753242953281966e-05
6,Bacillus,7.314932214961475e-05
7,Staphylococcus,4.876621476640983e-05
8,Megasphaera,4.876621476640983e-05
9,Dialister,2.4383107383204915e-05
10,Anaerococcus,2.4383107383204915e-05
11,Pseudarcicella,2.4383107383204915e-05
12,Cutibacterium,2.4383107383204915e-05
13,Planococcus,2.4383107383204915e-05
14,Anoxybacillus,2.4383107383204915e-05
15,Peptoniphilus,2.4383107383204915e-05
16,Phenylobacterium,2.4383107383204915e-05
17,Novosphingobium,2.4383107383204915e-05
18,Fastidiosipila,2.4383107383204915e-05
19,Limosilactobacillus,2.4383107383204915e-05
