,bacterium,abundance
0,Lactobacillus,0.993463739697419
1,Limosilactobacillus,0.004160887656033287
3,Prevotella,0.00044637875237138713
4,Finegoldia,0.00022318937618569356
5,Peptoniphilus,0.00017536308128875922
6,Streptococcus,0.00015942098298978111
7,Ligilactobacillus,0.000143478884690803
8,Anaerococcus,0.0001275367863918249
9,Flavobacterium,0.0001275367863918249
10,Dialister,9.565258979386866e-05
11,Megasphaera,6.376839319591245e-05
12,Atopobium,4.782629489693433e-05
13,Facklamia,3.1884196597956226e-05
14,Ureaplasma,3.1884196597956226e-05
15,Limnohabitans,3.1884196597956226e-05
16,Bacillus,3.1884196597956226e-05
17,Mobiluncus,1.5942098298978113e-05
18,Bosea,1.5942098298978113e-05
19,Stenotrophomonas,1.5942098298978113e-05
