,bacterium,abundance
0,Lactobacillus,0.998619369327909
1,Prevotella,0.00038657658818548314
3,Atopobium,0.0001288588627284944
4,Flavobacterium,9.204204480606741e-05
5,Bacillus,7.363363584485393e-05
6,Finegoldia,3.6816817922426966e-05
7,Ligilactobacillus,3.6816817922426966e-05
8,Megasphaera,3.6816817922426966e-05
9,Fusobacterium,3.6816817922426966e-05
10,Psychrobacter,3.6816817922426966e-05
11,Sneathia,3.6816817922426966e-05
12,Limosilactobacillus,3.6816817922426966e-05
13,Escherichia-Shigella,1.8408408961213483e-05
14,Peptostreptococcus,1.8408408961213483e-05
15,Limnohabitans,1.8408408961213483e-05
16,Aeromonas,1.8408408961213483e-05
17,Bosea,1.8408408961213483e-05
18,Enterococcus,1.8408408961213483e-05
