,bacterium,abundance
0,Lactobacillus,0.9963987869598181
1,Corynebacterium,0.0004548900682335102
2,Limosilactobacillus,0.00041698256254738437
4,Finegoldia,0.00026535253980288095
5,Anaerococcus,0.0002274450341167551
6,Escherichia-Shigella,0.0002274450341167551
7,Prevotella,0.0002274450341167551
8,Flavobacterium,0.0002274450341167551
9,Atopobium,0.00015163002274450342
10,Cutibacterium,0.00011372251705837755
11,Megasphaera,0.00011372251705837755
12,Streptococcus,0.00011372251705837755
13,Fungi,7.581501137225171e-05
14,Fluviicola,7.581501137225171e-05
15,Mobiluncus,3.7907505686125855e-05
16,Citrobacter,3.7907505686125855e-05
17,Gemella,3.7907505686125855e-05
18,Polynucleobacter,3.7907505686125855e-05
19,Actinomyces,3.7907505686125855e-05
