,bacterium,abundance
0,Lactobacillus,0.9949604031677466
1,Limosilactobacillus,0.0036926078171810772
3,Prevotella,0.00018579158828584035
4,Streptococcus,0.00016256763975011033
5,Peptoniphilus,0.00013934369121438027
6,Ligilactobacillus,9.289579414292018e-05
7,Finegoldia,6.967184560719014e-05
8,Anaerococcus,4.644789707146009e-05
9,Fungi,2.3223948535730044e-05
10,Lactiplantibacillus,2.3223948535730044e-05
11,Flavobacterium,2.3223948535730044e-05
12,Megamonas,2.3223948535730044e-05
13,Gardnerella,2.3223948535730044e-05
14,Megasphaera,2.3223948535730044e-05
15,Sutterella,2.3223948535730044e-05
16,Reyranella,2.3223948535730044e-05
17,Bacillus,2.3223948535730044e-05
